Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V10,1,4,C153,121.569424,29.885831,65.0,C169,121.568388,29.888093,25.0,273.5,280.6,1.026,4,171.49,199.00,27.51,15.0,10.2,97.7,97.3,120,120,567.0,634.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,1,C041,121.570460,29.870452,35.0,C085,121.572013,29.870452,25.0,150.2,159.8,1.064,4,192.11,210.26,18.16,30.0,8.8,96.8,96.5,180,180,193.0,252.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,5,C169,121.568388,29.888093,75.0,C089,121.567352,29.888545,25.0,122.5,121.8,0.995,4,200.44,217.20,16.76,15.0,7.3,97.3,97.1,100,100,668.0,719.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,1,C119,121.528505,29.871809,35.0,C166,121.527987,29.873166,25.0,159.3,168.9,1.061,4,200.44,218.60,18.16,15.0,9.3,97.0,96.8,180,180,284.0,349.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,2,C085,121.572013,29.870452,45.0,C080,121.572531,29.870452,25.0,53.8,59.9,1.114,4,211.71,220.06,8.34,30.0,7.2,96.5,96.3,160,160,286.0,341.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,0,Depot,121.550259,29.870000,25.0,C183,121.532130,29.883117,25.0,2276.6,2308.7,1.014,6,0.00,220.06,220.06,15.0,10.5,100.0,96.7,200,200,976.0,1025.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,5,C024,121.564762,29.870000,75.0,C061,121.562690,29.870000,25.0,205.9,209.8,1.019,4,199.00,221.42,22.42,15.0,9.4,97.3,97.1,130,130,556.0,610.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,6,C089,121.567352,29.888545,85.0,C105,121.566834,29.888093,25.0,92.9,80.9,0.871,4,218.60,228.39,9.78,15.0,8.3,97.1,97.0,80,80,754.0,814.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,3,C080,121.572531,29.870452,55.0,C031,121.572531,29.869548,25.0,105.0,110.6,1.054,4,221.42,233.99,12.57,30.0,8.8,96.3,96.1,150,150,370.0,440.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,6,C061,121.562690,29.870000,85.0,C100,121.562690,29.870905,25.0,117.1,110.6,0.944,4,222.86,235.31,12.45,15.0,8.9,97.1,96.9,110,110,647.0,703.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,2,C166,121.527987,29.873166,45.0,C035,121.526951,29.874523,25.0,182.1,191.0,1.049,4,220.06,240.82,20.76,15.0,9.2,96.8,96.5,170,170,380.0,440.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,7,C100,121.562690,29.870905,95.0,C064,121.562690,29.871357,25.0,86.2,60.3,0.700,4,236.68,245.15,8.47,15.0,7.1,96.9,96.8,90,90,741.0,791.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,4,C031,121.572531,29.869548,65.0,C025,121.572013,29.868643,25.0,119.2,122.3,1.026,4,235.31,249.23,13.92,30.0,8.8,96.1,95.9,130,130,462.0,534.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,7,C105,121.566834,29.888093,95.0,C015,121.565280,29.888998,25.0,193.5,190.4,0.984,4,229.79,250.65,20.86,15.0,9.1,97.0,96.8,70,70,846.0,911.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,5,C025,121.572013,29.868643,75.0,C172,121.571495,29.868191,25.0,86.7,80.9,0.932,4,250.65,260.27,9.62,30.0,8.4,95.9,95.7,120,120,561.0,617.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,3,C035,121.526951,29.874523,55.0,C126,121.528505,29.873619,25.0,182.9,190.5,1.041,4,242.33,262.96,20.63,15.0,9.2,96.5,96.3,150,150,479.0,529.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,6,C172,121.571495,29.868191,85.0,C077,121.570978,29.868191,25.0,78.1,59.9,0.768,4,261.65,269.81,8.15,30.0,7.4,95.7,95.6,100,100,650.0,710.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,8,C064,121.562690,29.871357,105.0,C109,121.559582,29.870905,25.0,314.2,318.6,1.014,5,246.56,276.79,30.23,15.0,10.5,96.8,96.5,80,80,925.0,979.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,4,C126,121.528505,29.873619,65.0,C071,121.529540,29.874071,25.0,118.8,121.8,1.026,4,264.44,278.22,13.78,15.0,8.8,96.3,96.1,140,140,561.0,632.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,0,Depot,121.550259,29.870000,25.0,C188,121.524361,29.855978,25.0,2944.1,2989.0,1.015,6,0.00,278.22,278.22,15.0,10.7,100.0,95.8,200,200,855.0,913.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,8,C015,121.565280,29.888998,105.0,C198,121.566316,29.886736,25.0,282.2,280.6,0.994,4,252.05,279.63,27.58,15.0,10.2,96.8,96.5,50,50,1038.0,1090.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,5,C071,121.529540,29.874071,75.0,C009,121.530576,29.874071,25.0,111.7,109.9,0.984,4,279.63,292.22,12.59,15.0,8.7,96.1,95.9,120,120,655.0,721.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,1,C175,121.545597,29.862763,35.0,C147,121.563726,29.850098,25.0,2245.0,2254.9,1.004,4,84.50,302.00,217.49,15.0,10.4,98.8,95.0,190,190,202.0,262.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,6,C009,121.530576,29.874071,85.0,C001,121.531094,29.873619,25.0,92.9,80.9,0.871,4,293.59,303.40,9.81,15.0,8.2,95.9,95.8,100,100,750.0,809.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,7,C001,121.531094,29.873619,95.0,C099,121.531612,29.874071,25.0,99.6,80.9,0.812,4,304.85,314.34,9.50,15.0,8.5,95.8,95.7,80,80,841.0,902.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,2,C147,121.563726,29.850098,45.0,C160,121.565280,29.850098,25.0,151.2,159.9,1.057,4,303.40,321.16,17.75,30.0,9.0,95.0,94.7,180,180,287.0,363.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,8,C099,121.531612,29.874071,105.0,C053,121.531612,29.875428,25.0,170.8,160.9,0.942,4,315.62,333.68,18.07,15.0,8.9,95.7,95.6,70,70,928.0,1000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,3,C160,121.565280,29.850098,55.0,C047,121.565280,29.851002,25.0,105.0,110.6,1.054,4,322.54,335.11,12.57,30.0,8.8,94.7,94.5,140,140,392.0,442.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,4,C047,121.565280,29.851002,65.0,C091,121.564762,29.852359,25.0,163.9,168.9,1.031,4,336.50,354.33,17.84,30.0,9.5,94.5,94.2,110,110,480.0,541.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,7,C077,121.570978,29.868191,95.0,C179,121.561136,29.870452,25.0,984.2,991.7,1.008,4,271.23,365.25,94.03,30.0,10.5,95.6,93.9,90,90,829.0,890.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,1,C188,121.524361,29.855978,35.0,C072,121.516073,29.851907,25.0,918.6,928.5,1.011,4,279.63,368.11,88.48,15.0,10.5,95.8,94.6,190,190,693.0,768.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,1,C183,121.532130,29.883117,35.0,C181,121.517109,29.889450,25.0,1610.3,1620.3,1.006,4,221.42,374.20,152.78,15.0,10.6,96.7,94.5,180,180,720.0,768.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,5,C091,121.564762,29.852359,75.0,C070,121.567352,29.853716,25.0,296.1,301.8,1.019,4,355.75,387.07,31.32,30.0,9.6,94.2,93.6,90,90,577.0,636.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,0,Depot,121.550259,29.870000,25.0,C054,121.516073,29.894878,25.0,4302.9,4351.4,1.011,6,0.00,405.07,405.07,15.0,10.7,100.0,93.9,200,200,319.0,398.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,9,C109,121.559582,29.870905,115.0,C067,121.544561,29.863667,25.0,1659.4,1667.0,1.005,4,278.22,434.71,156.49,15.0,10.7,96.5,94.8,50,50,745.0,780.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,1,C054,121.516073,29.894878,35.0,C132,121.514002,29.891259,25.0,449.3,459.2,1.022,4,406.55,450.02,43.47,30.0,10.6,93.9,93.0,170,170,515.0,585.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,1,C090,121.543525,29.862310,35.0,C197,121.581337,29.850550,25.0,3873.8,3883.8,1.003,4,99.51,467.75,368.24,15.0,10.5,98.5,90.8,190,190,229.0,280.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,6,C076,121.554403,29.879951,85.0,C142,121.531094,29.898496,25.0,3050.4,3059.9,1.003,4,200.44,485.13,284.69,15.0,10.7,97.4,94.2,70,70,890.0,941.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,2,C197,121.581337,29.850550,45.0,C124,121.582373,29.849193,25.0,182.1,191.0,1.049,4,469.06,489.14,20.08,30.0,9.5,90.8,90.5,160,160,311.0,384.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,2,C132,121.514002,29.891259,45.0,C007,121.514520,29.887641,25.0,405.9,415.5,1.023,4,451.38,490.45,39.07,30.0,10.6,93.0,92.2,140,140,616.0,680.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,7,C142,121.531094,29.898496,95.0,C111,121.531094,29.897592,25.0,122.6,110.6,0.902,4,486.47,498.72,12.25,15.0,9.0,94.2,94.1,50,50,979.0,1037.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,8,C111,121.531094,29.897592,105.0,C063,121.530576,29.896235,25.0,177.9,168.9,0.949,4,500.04,517.51,17.47,15.0,9.7,94.1,93.9,20,20,1079.0,1123.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,8,C179,121.561136,29.870452,105.0,C013,121.546633,29.860954,25.0,1754.4,1827.3,1.042,6,366.72,533.64,166.92,30.0,10.9,93.9,90.9,70,70,364.0,416.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,9,C013,121.546633,29.860954,115.0,C043,121.545597,29.860049,25.0,167.9,151.8,0.904,4,534.98,551.26,16.28,30.0,9.3,90.9,90.6,60,60,448.0,517.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,6,C070,121.567352,29.853716,85.0,C136,121.582891,29.843765,25.0,1863.8,1872.9,1.005,4,388.53,560.81,172.29,30.0,10.9,93.6,90.6,60,60,797.0,874.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,9,C053,121.531612,29.875428,115.0,C018,121.518145,29.894426,25.0,2481.2,2489.5,1.003,4,335.11,564.84,229.73,15.0,10.8,95.6,91.5,60,60,231.0,298.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,10,C043,121.545597,29.860049,125.0,C002,121.544561,29.861858,25.0,245.9,234.6,0.954,4,552.59,575.63,23.04,30.0,10.2,90.6,90.2,40,40,553.0,602.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,3,C124,121.582373,29.849193,55.0,C094,121.584963,29.839694,25.0,1085.8,1095.4,1.009,4,490.45,592.47,102.02,30.0,10.7,90.5,88.4,150,150,522.0,581.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,4,C094,121.584963,29.839694,65.0,C051,121.584963,29.841051,25.0,156.1,160.9,1.031,4,593.98,611.91,17.93,30.0,9.0,88.4,88.1,130,130,611.0,678.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,7,C136,121.582891,29.843765,95.0,C115,121.584445,29.838337,25.0,625.8,631.9,1.010,4,562.19,622.77,60.58,30.0,10.4,90.6,89.5,50,50,426.0,491.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,11,C002,121.544561,29.861858,135.0,C107,121.547151,29.865929,25.0,528.6,527.0,0.997,4,577.01,628.44,51.42,30.0,10.2,90.2,89.4,20,20,1011.0,1077.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,8,C115,121.584445,29.838337,105.0,C086,121.583927,29.838337,25.0,94.3,60.0,0.636,4,624.26,632.65,8.39,30.0,7.1,89.5,89.4,20,20,331.0,405.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,5,C051,121.584963,29.841051,75.0,C174,121.585998,29.842861,25.0,230.1,234.6,1.020,4,613.24,637.10,23.86,30.0,9.8,88.1,87.7,120,120,723.0,756.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,12,C107,121.547151,29.865929,145.0,Depot,121.550259,29.870000,25.0,556.0,552.9,0.994,4,629.82,683.83,54.01,30.0,10.2,89.4,88.5,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,9,C086,121.583927,29.838337,115.0,C189,121.581855,29.843313,25.0,595.1,598.2,1.005,4,634.26,693.54,59.28,30.0,10.1,89.4,88.5,10,10,895.0,960.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,10,C018,121.518145,29.894426,125.0,C151,121.532648,29.898044,25.0,1458.2,1464.8,1.005,4,566.19,706.57,140.38,30.0,10.4,91.5,89.1,50,50,509.0,571.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,6,C174,121.585998,29.842861,85.0,C141,121.584445,29.851455,25.0,969.2,977.3,1.008,4,638.47,733.48,95.02,30.0,10.3,87.7,85.9,90,90,406.0,482.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,10,C067,121.544561,29.863667,125.0,C191,121.516073,29.848741,25.0,3211.3,3219.7,1.003,4,436.03,736.33,300.31,15.0,10.7,94.8,89.8,30,30,414.0,491.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,11,C151,121.532648,29.898044,135.0,C187,121.529540,29.899853,25.0,377.3,370.9,0.983,4,707.94,746.29,38.35,30.0,9.7,89.1,88.4,40,40,792.0,850.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,7,C141,121.584445,29.851455,95.0,C069,121.583409,29.852359,25.0,158.1,151.8,0.960,4,734.91,751.84,16.92,30.0,9.0,85.9,85.6,80,80,508.0,566.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,2,C181,121.517109,29.889450,45.0,C120,121.558546,29.884474,25.0,4033.0,4043.0,1.002,4,375.69,751.84,376.15,15.0,10.7,94.5,86.8,160,160,93.0,159.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,11,C191,121.516073,29.848741,135.0,C004,121.516073,29.851002,25.0,274.5,261.5,0.953,4,737.79,764.48,26.69,30.0,9.8,89.8,89.3,20,20,616.0,661.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,12,C187,121.529540,29.899853,145.0,C140,121.531612,29.900758,25.0,253.8,233.6,0.921,4,747.69,771.38,23.69,30.0,9.9,88.4,88.1,30,30,704.0,749.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,3,C120,121.558546,29.884474,55.0,C019,121.558028,29.886284,25.0,209.4,217.3,1.037,4,753.43,775.70,22.27,30.0,9.8,86.8,86.4,150,150,186.0,253.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,4,C019,121.558028,29.886284,65.0,C192,121.559064,29.887188,25.0,147.3,151.7,1.030,4,777.21,794.05,16.84,30.0,9.0,86.4,86.1,130,130,275.0,350.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,13,C140,121.531612,29.900758,155.0,C016,121.532648,29.899401,25.0,222.8,190.9,0.857,4,772.72,794.05,21.33,30.0,9.0,88.1,87.7,10,10,598.0,669.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,5,C192,121.559064,29.887188,75.0,C196,121.561136,29.887188,25.0,205.9,209.7,1.019,4,795.44,818.33,22.88,30.0,9.2,86.1,85.7,110,110,384.0,430.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,6,C196,121.561136,29.887188,85.0,C097,121.561654,29.886736,25.0,92.9,80.9,0.871,4,819.74,829.58,9.83,30.0,8.2,85.7,85.5,100,100,465.0,532.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,9,C063,121.530576,29.896235,115.0,Depot,121.550259,29.870000,25.0,3481.2,3490.1,1.003,4,518.82,846.23,327.41,15.0,10.7,93.9,90.9,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,7,C097,121.561654,29.886736,95.0,C096,121.562690,29.885831,25.0,158.1,151.8,0.960,4,831.03,847.67,16.64,30.0,9.1,85.5,85.3,70,70,656.0,728.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,8,C096,121.562690,29.885831,105.0,C130,121.562690,29.885379,25.0,94.5,60.3,0.638,4,847.67,857.39,9.72,30.0,6.2,85.3,85.1,60,60,754.0,813.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,9,C130,121.562690,29.885379,115.0,C028,121.560618,29.885379,25.0,219.1,209.7,0.957,4,858.83,881.26,22.43,30.0,9.4,85.1,84.8,50,50,845.0,910.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,9,C198,121.566316,29.886736,115.0,C180,121.514002,29.850550,25.0,6453.2,6462.6,1.001,4,281.04,884.21,603.17,15.0,10.7,96.5,86.2,40,40,241.0,292.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,3,C007,121.514520,29.887641,55.0,C010,121.526433,29.850098,25.0,4329.9,4339.8,1.002,4,491.76,897.87,406.12,30.0,10.7,92.2,84.3,130,130,219.0,271.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,10,C028,121.560618,29.885379,125.0,C074,121.560618,29.884022,25.0,181.0,160.9,0.889,4,882.66,900.47,17.80,30.0,9.0,84.8,84.5,30,30,933.0,1008.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,10,C180,121.514002,29.850550,125.0,C084,121.514520,29.849193,25.0,187.8,168.9,0.900,4,885.67,903.21,17.54,30.0,9.6,86.2,85.9,10,10,333.0,385.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,4,C010,121.526433,29.850098,65.0,C193,121.524879,29.850098,25.0,155.1,159.9,1.031,4,899.17,916.99,17.82,30.0,9.0,84.3,83.9,110,110,311.0,365.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,5,C193,121.524879,29.850098,75.0,C046,121.524879,29.849645,25.0,70.9,60.3,0.850,4,918.44,926.54,8.10,30.0,7.4,83.9,83.8,90,90,405.0,453.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,11,C074,121.560618,29.884022,135.0,C149,121.561136,29.881308,25.0,325.1,315.9,0.972,4,901.86,933.72,31.86,30.0,9.9,84.5,84.0,20,20,1036.0,1097.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,6,C046,121.524879,29.849645,85.0,C128,121.525397,29.848288,25.0,169.9,168.9,0.994,4,928.10,946.44,18.34,30.0,9.2,83.8,83.5,70,70,494.0,550.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,8,C069,121.583409,29.852359,105.0,C110,121.569424,29.866834,25.0,2101.3,2109.8,1.004,4,753.43,953.54,200.11,30.0,10.5,85.6,82.1,60,60,748.0,800.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,7,C128,121.525397,29.848288,95.0,C106,121.526433,29.849193,25.0,158.1,151.8,0.960,4,947.79,964.57,16.78,30.0,9.0,83.5,83.2,60,60,583.0,647.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,11,0,Depot,121.550259,29.870000,155.0,C083,121.522807,29.857787,25.0,2978.0,2989.4,1.004,5,683.83,967.30,283.47,15.0,10.5,88.5,83.9,10,10,205.0,279.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,9,C110,121.569424,29.866834,115.0,C162,121.566834,29.865477,25.0,305.3,301.8,0.988,4,954.96,985.88,30.93,30.0,9.8,82.1,81.6,30,30,840.0,900.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
