Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V09,2,2,190,20,1043.8,270.2,55.0,128.0,90.0,NO,YES,142.2,0.0,30.0,94.9,180,121.528505,29.853264,2026-04-07 21:49:52
V01,10,9,74,10,884.0,271.6,933.0,1008.0,90.0,YES,NO,0.0,661.4,30.0,95.1,50,121.560618,29.884022,2026-04-07 21:49:52
V06,5,6,66,20,693.9,274.7,110.0,170.0,90.0,NO,YES,104.7,0.0,30.0,94.7,100,121.564244,29.851002,2026-04-07 21:49:52
V08,3,3,158,20,1250.7,277.8,960.0,1016.0,90.0,YES,NO,0.0,682.2,15.0,96.2,160,121.529540,29.852359,2026-04-07 21:49:52
V03,8,9,172,20,1359.6,279.3,561.0,617.0,90.0,YES,NO,0.0,281.7,30.0,95.6,60,121.571495,29.868191,2026-04-07 21:49:52
V03,8,10,77,10,1452.9,290.3,650.0,710.0,90.0,YES,NO,0.0,359.7,30.0,95.5,40,121.570978,29.868191,2026-04-07 21:49:52
V06,5,7,47,30,790.5,290.3,392.0,442.0,90.0,YES,NO,0.0,101.7,30.0,94.5,80,121.565280,29.851002,2026-04-07 21:49:52
V01,10,10,28,20,1033.0,293.4,845.0,910.0,90.0,YES,NO,0.0,551.6,30.0,94.8,40,121.560618,29.885379,2026-04-07 21:49:52
V10,1,3,83,10,386.1,294.9,205.0,279.0,90.0,NO,YES,15.9,0.0,30.0,94.1,150,121.522807,29.857787,2026-04-07 21:49:52
V08,3,4,95,10,1351.2,299.5,865.0,925.0,90.0,YES,NO,0.0,565.5,15.0,95.9,140,121.529022,29.851002,2026-04-07 21:49:52
V06,5,8,160,40,887.2,305.2,287.0,363.0,90.0,YES,NO,0.0,0.0,30.0,94.3,50,121.565280,29.850098,2026-04-07 21:49:52
V08,3,5,34,10,1445.9,310.9,772.0,835.0,90.0,YES,NO,0.0,461.1,15.0,95.8,130,121.529540,29.850550,2026-04-07 21:49:53
V09,2,3,108,20,1159.9,314.9,950.0,1003.0,90.0,YES,NO,0.0,635.1,30.0,94.0,160,121.525397,29.855526,2026-04-07 21:49:53
V01,10,11,97,30,1135.0,316.3,465.0,532.0,90.0,YES,NO,0.0,148.7,30.0,94.5,20,121.561654,29.886736,2026-04-07 21:49:53
V03,8,11,110,30,1557.1,316.3,748.0,800.0,90.0,YES,NO,0.0,431.7,30.0,95.1,30,121.569424,29.866834,2026-04-07 21:49:53
V10,1,4,143,20,489.9,319.2,314.0,358.0,90.0,YES,NO,0.0,0.0,30.0,93.6,140,121.522289,29.855978,2026-04-07 21:49:53
V04,7,1,148,20,234.0,321.8,70.0,141.0,90.0,NO,YES,180.8,0.0,30.0,93.2,200,121.579783,29.851455,2026-04-07 21:49:53
V06,5,9,147,10,987.2,324.4,202.0,262.0,90.0,NO,YES,62.4,0.0,30.0,94.0,10,121.563726,29.850098,2026-04-07 21:49:53
V01,10,12,196,10,1229.7,327.0,384.0,430.0,90.0,YES,NO,0.0,57.0,30.0,94.4,0,121.561136,29.887188,2026-04-07 21:49:53
V08,3,6,167,20,1545.9,329.8,673.0,748.0,90.0,YES,NO,0.0,343.2,15.0,95.6,120,121.529540,29.849193,2026-04-07 21:49:53
V09,2,4,188,10,1257.3,329.8,855.0,913.0,90.0,YES,NO,0.0,525.2,30.0,93.8,140,121.524361,29.855978,2026-04-07 21:49:53
V04,7,2,103,30,327.4,331.2,128.0,195.0,90.0,NO,YES,136.2,0.0,30.0,93.1,180,121.579783,29.851002,2026-04-07 21:49:53
V09,2,5,121,20,1354.8,344.1,665.0,738.0,90.0,YES,NO,0.0,320.9,30.0,93.6,130,121.523843,29.855073,2026-04-07 21:49:53
V07,4,10,139,20,1994.5,345.4,659.0,720.0,90.0,YES,NO,0.0,313.6,30.0,95.1,60,121.557510,29.855978,2026-04-07 21:49:53
V01,10,13,192,20,1333.1,349.4,275.0,350.0,90.0,YES,NO,0.0,0.0,30.0,94.0,0,121.559064,29.887188,2026-04-07 21:49:53
V04,7,3,197,30,427.9,349.4,229.0,280.0,90.0,NO,YES,69.4,0.0,30.0,92.7,150,121.581337,29.850550,2026-04-07 21:49:53
V09,2,6,33,30,1449.5,354.6,582.0,638.0,90.0,YES,NO,0.0,227.4,30.0,93.4,110,121.523325,29.855526,2026-04-07 21:49:53
V08,3,7,5,20,1653.9,357.2,128.0,179.0,90.0,NO,YES,178.2,0.0,30.0,95.1,100,121.526951,29.850098,2026-04-07 21:49:54
V07,4,11,6,10,2093.9,362.6,478.0,531.0,90.0,YES,NO,0.0,115.4,30.0,94.8,40,121.558546,29.855073,2026-04-07 21:49:54
V09,2,7,36,30,1544.2,365.1,493.0,544.0,90.0,YES,NO,0.0,127.9,30.0,93.3,80,121.522807,29.855073,2026-04-07 21:49:54
V01,10,14,19,20,1432.5,366.5,186.0,253.0,90.0,NO,YES,113.5,0.0,30.0,93.8,0,121.558028,29.886284,2026-04-07 21:49:54
V08,3,8,10,20,1747.2,366.5,219.0,271.0,90.0,NO,YES,95.5,0.0,30.0,95.0,80,121.526433,29.850098,2026-04-07 21:49:54
V04,7,4,124,10,529.9,370.5,311.0,384.0,90.0,YES,NO,0.0,0.0,30.0,92.4,120,121.582373,29.849193,2026-04-07 21:49:54
V07,4,12,11,20,2187.2,371.8,384.0,443.0,90.0,YES,NO,0.0,12.2,30.0,94.7,30,121.558546,29.854621,2026-04-07 21:49:54
V08,3,9,106,10,1843.9,379.5,583.0,647.0,90.0,YES,NO,0.0,203.5,30.0,94.8,60,121.526433,29.849193,2026-04-07 21:49:54
V07,4,13,122,10,2283.9,384.9,568.0,626.0,90.0,YES,NO,0.0,183.1,30.0,94.5,10,121.557510,29.854621,2026-04-07 21:49:54
V10,1,5,60,20,632.6,392.9,77.0,132.0,90.0,NO,YES,260.9,0.0,30.0,92.3,120,121.514520,29.853716,2026-04-07 21:49:54
V08,3,10,128,10,1943.3,396.7,494.0,550.0,90.0,YES,NO,0.0,97.3,30.0,94.6,50,121.525397,29.848288,2026-04-07 21:49:54
V02,9,10,123,10,1937.0,409.5,972.0,1008.0,90.0,YES,NO,0.0,562.5,30.0,93.9,50,121.575121,29.887188,2026-04-07 21:49:55
V01,10,15,130,10,1553.2,410.8,754.0,813.0,90.0,YES,NO,0.0,343.2,30.0,93.1,0,121.562690,29.885379,2026-04-07 21:49:55
V08,3,11,46,20,2043.8,414.9,405.0,453.0,90.0,YES,NO,0.0,0.0,30.0,94.3,40,121.524879,29.849645,2026-04-07 21:49:55
V01,10,16,96,10,1646.6,420.0,656.0,728.0,90.0,YES,NO,0.0,236.0,30.0,93.0,0,121.562690,29.885831,2026-04-07 21:49:55
V08,3,12,193,20,2137.2,424.2,311.0,365.0,90.0,NO,YES,59.2,0.0,30.0,94.2,20,121.524879,29.850098,2026-04-07 21:49:55
V10,1,6,180,30,746.1,428.2,241.0,292.0,90.0,NO,YES,136.2,0.0,30.0,91.6,100,121.514002,29.850550,2026-04-07 21:49:55
V05,6,3,32,10,799.7,429.6,84.0,147.0,90.0,NO,YES,282.6,0.0,30.0,92.8,150,121.580819,29.842408,2026-04-07 21:49:55
V02,9,11,42,30,2039.0,430.9,870.0,923.0,90.0,YES,NO,0.0,439.1,30.0,93.6,40,121.576675,29.888093,2026-04-07 21:49:55
V09,2,8,4,10,1686.9,439.3,616.0,661.0,90.0,YES,NO,0.0,176.7,30.0,92.0,50,121.516073,29.851002,2026-04-07 21:49:55
V04,7,5,174,30,672.1,445.1,723.0,756.0,90.0,YES,NO,0.0,277.9,30.0,91.0,110,121.585998,29.842861,2026-04-07 21:49:55
V05,6,4,189,10,899.1,448.3,895.0,960.0,90.0,YES,NO,0.0,446.7,30.0,92.5,140,121.581855,29.843313,2026-04-07 21:49:55
V01,10,17,14,10,1756.8,454.3,567.0,626.0,90.0,YES,NO,0.0,112.7,30.0,92.5,0,121.565798,29.886284,2026-04-07 21:49:55
V09,2,9,82,10,1783.6,454.3,148.0,199.0,90.0,NO,YES,255.3,0.0,30.0,91.8,40,121.515037,29.851002,2026-04-07 21:49:55
V02,9,12,87,20,2143.9,457.0,778.0,825.0,90.0,YES,NO,0.0,321.0,30.0,93.2,10,121.578747,29.887188,2026-04-07 21:49:56
V10,1,7,72,40,852.8,457.0,693.0,768.0,90.0,YES,NO,0.0,236.0,30.0,91.2,70,121.516073,29.851907,2026-04-07 21:49:56
V05,6,5,136,10,996.6,463.4,797.0,874.0,90.0,YES,NO,0.0,333.6,30.0,92.2,130,121.582891,29.843765,2026-04-07 21:49:56
V01,10,18,59,20,1854.3,468.7,952.0,992.0,90.0,YES,NO,0.0,483.3,30.0,92.3,0,121.565280,29.887188,2026-04-07 21:49:56
V02,9,13,29,10,2240.6,470.0,677.0,743.0,90.0,YES,NO,0.0,207.0,30.0,93.1,0,121.579783,29.887188,2026-04-07 21:49:56
V09,2,10,84,10,1887.3,476.7,333.0,385.0,90.0,NO,YES,91.7,0.0,30.0,91.5,30,121.514520,29.849193,2026-04-07 21:49:56
V01,10,19,15,20,1957.6,491.3,846.0,911.0,90.0,YES,NO,0.0,354.7,30.0,92.0,0,121.565280,29.888998,2026-04-07 21:49:56
V02,9,14,79,20,2343.9,492.6,595.0,636.0,90.0,YES,NO,0.0,102.4,30.0,92.7,0,121.579783,29.888998,2026-04-07 21:49:56
V09,2,11,191,10,1987.9,495.2,414.0,491.0,90.0,NO,YES,4.2,0.0,30.0,91.2,20,121.516073,29.848741,2026-04-07 21:49:56
V05,6,6,171,30,1107.7,496.5,153.0,210.0,90.0,NO,YES,286.5,0.0,30.0,91.6,120,121.583927,29.841051,2026-04-07 21:49:56
V02,9,15,168,10,2437.2,502.1,507.0,543.0,90.0,YES,NO,0.0,4.9,30.0,92.6,0,121.579265,29.888998,2026-04-07 21:49:56
V05,6,7,51,10,1204.3,510.4,611.0,678.0,90.0,YES,NO,0.0,100.6,30.0,91.4,90,121.584963,29.841051,2026-04-07 21:49:57
V01,10,20,105,10,2059.6,513.0,754.0,814.0,90.0,YES,NO,0.0,241.0,30.0,91.7,0,121.566834,29.888093,2026-04-07 21:49:57
V09,2,12,125,10,2087.3,513.0,516.0,574.0,90.0,YES,NO,0.0,3.0,30.0,91.0,10,121.517109,29.849645,2026-04-07 21:49:57
V01,10,21,89,20,2154.3,524.5,668.0,719.0,90.0,YES,NO,0.0,143.5,30.0,91.6,0,121.567352,29.888545,2026-04-07 21:49:57
V10,1,8,176,20,990.9,527.3,387.0,466.0,90.0,NO,YES,61.3,0.0,30.0,90.0,30,121.522289,29.855526,2026-04-07 21:49:57
V05,6,8,94,20,1304.3,530.1,522.0,581.0,90.0,YES,NO,0.0,0.0,30.0,91.1,80,121.584963,29.839694,2026-04-07 21:49:57
V04,7,6,141,10,877.1,538.3,406.0,482.0,90.0,NO,YES,56.3,0.0,30.0,89.4,80,121.584445,29.851455,2026-04-07 21:49:57
V01,10,22,169,20,2251.8,539.7,567.0,634.0,90.0,YES,NO,0.0,27.3,30.0,91.4,0,121.568388,29.888093,2026-04-07 21:49:57
V10,1,9,165,10,1091.4,546.6,764.0,823.0,90.0,YES,NO,0.0,217.4,30.0,89.8,10,121.523843,29.855978,2026-04-07 21:49:57
V05,6,9,115,30,1404.9,549.2,426.0,491.0,90.0,NO,YES,58.2,0.0,30.0,90.8,60,121.584445,29.838337,2026-04-07 21:49:57
V04,7,7,69,20,976.5,559.7,508.0,566.0,90.0,YES,NO,0.0,0.0,30.0,89.0,70,121.583409,29.852359,2026-04-07 21:49:58
V05,6,10,86,10,1498.2,561.0,331.0,405.0,90.0,NO,YES,156.0,0.0,30.0,90.7,30,121.583927,29.838337,2026-04-07 21:49:58
V01,10,23,153,10,2359.7,571.5,472.0,539.0,90.0,NO,YES,32.5,0.0,30.0,90.9,0,121.569424,29.885831,2026-04-07 21:49:58
V04,7,8,200,20,1076.5,577.9,604.0,657.0,90.0,YES,NO,0.0,26.1,30.0,88.7,50,121.581855,29.852359,2026-04-07 21:49:58
V05,6,11,65,20,1598.2,579.2,250.0,300.0,90.0,NO,YES,279.2,0.0,30.0,90.4,20,121.583927,29.839694,2026-04-07 21:49:58
V01,10,24,40,20,2460.3,590.0,390.0,434.0,90.0,NO,YES,156.0,0.0,30.0,90.7,0,121.567870,29.886284,2026-04-07 21:49:58
V01,10,25,152,30,2553.6,599.6,296.0,347.0,90.0,NO,YES,252.6,0.0,30.0,90.5,0,121.567352,29.886284,2026-04-07 21:49:58
V01,10,26,198,10,2651.1,614.1,1038.0,1090.0,90.0,YES,NO,0.0,423.9,30.0,90.4,0,121.566316,29.886736,2026-04-07 21:49:59
V01,10,27,26,20,2751.6,632.6,201.0,258.0,90.0,NO,YES,374.6,0.0,30.0,90.1,0,121.566834,29.885379,2026-04-07 21:49:59
V01,10,28,48,10,2868.5,672.2,101.0,160.0,90.0,NO,YES,512.2,0.0,30.0,89.5,0,121.566316,29.881760,2026-04-07 21:50:00
V01,10,29,133,10,2965.1,686.6,38.0,93.0,90.0,NO,YES,593.6,0.0,30.0,89.3,0,121.565280,29.881760,2026-04-07 21:50:00
V01,10,30,149,20,3082.0,725.0,1036.0,1097.0,90.0,YES,NO,0.0,311.0,30.0,88.7,0,121.561136,29.881308,2026-04-07 21:50:01
V04,7,9,162,30,1303.3,760.2,840.0,900.0,90.0,YES,NO,0.0,79.8,30.0,85.7,30,121.566834,29.865477,2026-04-07 21:50:02
V01,10,31,76,30,3216.5,783.9,555.0,610.0,90.0,NO,YES,173.9,0.0,30.0,87.8,0,121.554403,29.879951,2026-04-07 21:50:02
V01,10,32,183,20,3451.7,970.1,976.0,1025.0,90.0,YES,NO,0.0,5.9,30.0,84.9,0,121.532130,29.883117,2026-04-07 21:50:06
V01,10,33,137,10,3551.7,988.7,877.0,938.0,90.0,NO,YES,50.7,0.0,30.0,84.6,0,121.532130,29.884474,2026-04-07 21:50:06
V01,10,34,81,10,3649.1,1003.3,683.0,760.0,90.0,NO,YES,243.3,0.0,30.0,84.4,0,121.531612,29.885379,2026-04-07 21:50:06
V01,10,35,138,20,3746.6,1018.3,776.0,852.0,90.0,NO,YES,166.3,0.0,30.0,84.2,0,121.532648,29.885831,2026-04-07 21:50:07
V01,10,36,199,10,3848.6,1041.1,506.0,566.0,90.0,NO,YES,475.1,0.0,30.0,83.9,0,121.531612,29.887188,2026-04-07 21:50:07
V01,10,37,37,10,3948.0,1059.4,602.0,657.0,90.0,NO,YES,402.4,0.0,30.0,83.7,0,121.530576,29.886284,2026-04-07 21:50:08
V01,10,38,93,10,4064.9,1101.8,51.0,93.0,90.0,NO,YES,1008.8,0.0,30.0,83.0,0,121.528505,29.883117,2026-04-07 21:50:08
V01,10,39,55,40,4176.0,1137.1,115.0,179.0,90.0,NO,YES,958.1,0.0,30.0,82.5,0,121.527469,29.885831,2026-04-07 21:50:09
V01,10,40,135,20,4275.4,1155.2,206.0,275.0,90.0,NO,YES,880.2,0.0,30.0,82.2,0,121.528505,29.886736,2026-04-07 21:50:09
V01,10,41,184,20,4384.9,1187.2,401.0,481.0,90.0,NO,YES,706.2,0.0,30.0,81.8,0,121.530058,29.888998,2026-04-07 21:50:10
V01,10,42,58,10,4509.7,1240.8,306.0,376.0,90.0,NO,YES,864.7,0.0,30.0,81.0,0,121.524879,29.890355,2026-04-07 21:50:11
V01,10,43,161,10,4637.7,1299.7,76.0,144.0,90.0,NO,YES,1155.7,0.0,30.0,80.1,0,121.519181,29.891712,2026-04-07 21:50:12
V01,10,44,104,20,4735.1,1315.2,142.0,197.0,90.0,NO,YES,1118.2,0.0,30.0,79.8,0,121.518145,29.892164,2026-04-07 21:50:13
V01,10,45,185,20,4835.1,1335.6,425.0,484.0,90.0,NO,YES,851.6,0.0,30.0,79.6,0,121.516591,29.892164,2026-04-07 21:50:13
V01,10,46,117,10,4940.0,1361.4,801.0,872.0,90.0,NO,YES,489.4,0.0,30.0,79.2,0,121.517627,29.890355,2026-04-07 21:50:14
V01,10,47,49,20,5037.5,1376.9,904.0,954.0,90.0,NO,YES,422.9,0.0,30.0,79.0,0,121.518663,29.889902,2026-04-07 21:50:14
V01,10,48,181,20,5138.0,1396.6,720.0,768.0,90.0,NO,YES,628.6,0.0,30.0,78.7,0,121.517109,29.889450,2026-04-07 21:50:14
V01,10,49,7,10,5249.3,1432.3,616.0,680.0,90.0,NO,YES,752.3,0.0,30.0,78.2,0,121.514520,29.887641,2026-04-07 21:50:15
V01,10,50,132,30,5366.2,1474.9,515.0,585.0,90.0,NO,YES,889.9,0.0,30.0,77.5,0,121.514002,29.891259,2026-04-07 21:50:16
V01,10,51,54,30,5486.0,1521.6,319.0,398.0,90.0,NO,YES,1123.6,0.0,30.0,76.8,0,121.516073,29.894878,2026-04-07 21:50:17
V01,10,52,18,10,5589.8,1545.7,231.0,298.0,90.0,NO,YES,1247.7,0.0,30.0,76.5,0,121.518145,29.894426,2026-04-07 21:50:17
V01,10,53,157,10,5710.5,1592.5,712.0,784.0,90.0,NO,YES,808.5,0.0,30.0,75.8,0,121.521253,29.897592,2026-04-07 21:50:18
V01,10,54,98,10,5817.2,1620.8,629.0,677.0,90.0,NO,YES,943.8,0.0,30.0,75.4,0,121.519181,29.898949,2026-04-07 21:50:19
V01,10,55,3,30,5917.2,1641.5,147.0,219.0,90.0,NO,YES,1422.5,0.0,30.0,75.1,0,121.519181,29.900306,2026-04-07 21:50:19
V01,10,56,88,30,6014.6,1657.7,234.0,316.0,90.0,NO,YES,1341.7,0.0,30.0,74.9,0,121.518145,29.900758,2026-04-07 21:50:20
V01,10,57,8,40,6116.6,1680.1,351.0,386.0,90.0,NO,YES,1294.1,0.0,30.0,74.6,0,121.517109,29.899401,2026-04-07 21:50:20
V01,10,58,186,20,6216.6,1699.6,433.0,491.0,90.0,NO,YES,1208.6,0.0,30.0,74.3,0,121.515555,29.899401,2026-04-07 21:50:20
V01,10,59,127,10,6317.2,1719.1,526.0,584.0,90.0,NO,YES,1135.1,0.0,30.0,74.0,0,121.515037,29.898044,2026-04-07 21:50:21
V01,10,60,177,10,6457.9,1796.8,86.0,142.0,90.0,NO,YES,1654.8,0.0,30.0,72.8,0,121.522289,29.900758,2026-04-07 21:50:22
V01,10,61,187,10,6595.1,1870.1,792.0,850.0,90.0,NO,YES,1020.1,0.0,30.0,71.7,0,121.529540,29.899853,2026-04-07 21:50:24
V01,10,62,142,20,6699.2,1896.2,890.0,941.0,90.0,NO,YES,955.2,0.0,30.0,71.3,0,121.531094,29.898496,2026-04-07 21:50:24
V01,10,63,151,10,6799.7,1917.0,509.0,571.0,90.0,NO,YES,1346.0,0.0,30.0,71.0,0,121.532648,29.898044,2026-04-07 21:50:25
V01,10,64,16,10,6899.7,1937.0,598.0,669.0,90.0,NO,YES,1268.0,0.0,30.0,70.7,0,121.532648,29.899401,2026-04-07 21:50:25
V01,10,65,140,20,7001.8,1959.4,704.0,749.0,90.0,NO,YES,1210.4,0.0,30.0,70.4,0,121.531612,29.900758,2026-04-07 21:50:26
V01,10,66,22,10,7122.5,2007.1,410.0,470.0,90.0,NO,YES,1537.1,0.0,30.0,69.7,0,121.536274,29.901663,2026-04-07 21:50:27
V01,10,67,150,10,7226.2,2030.2,310.0,381.0,90.0,NO,YES,1649.2,0.0,30.0,69.4,0,121.535756,29.899853,2026-04-07 21:50:27
V01,10,68,38,10,7320.9,2041.7,215.0,293.0,90.0,NO,YES,1748.7,0.0,30.0,69.2,0,121.536274,29.899401,2026-04-07 21:50:27
V01,10,69,159,20,7425.1,2067.6,137.0,182.0,90.0,NO,YES,1885.6,0.0,30.0,68.9,0,121.534720,29.898044,2026-04-07 21:50:28
V01,10,70,114,10,7528.8,2091.3,65.0,133.0,90.0,NO,YES,1958.3,0.0,30.0,68.5,0,121.534202,29.896235,2026-04-07 21:50:28
V01,10,71,111,30,7641.2,2127.7,979.0,1037.0,90.0,NO,YES,1090.7,0.0,30.0,68.0,0,121.531094,29.897592,2026-04-07 21:50:29
V01,10,72,63,20,7741.7,2148.1,1079.0,1123.0,90.0,NO,YES,1025.1,0.0,30.0,67.7,0,121.530576,29.896235,2026-04-07 21:50:29
