Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V08,3,0,Depot,121.550259,29.870000,25.0,C101,121.532130,29.872714,25.0,1773.9,1785.5,1.007,5,0.00,127.35,127.35,15.0,14.0,100.0,97.5,200,200,35.0,91.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,0,Depot,121.550259,29.870000,25.0,C073,121.559064,29.855978,25.0,1775.4,1816.2,1.023,5,0.00,134.90,134.90,15.0,13.5,100.0,97.7,130,130,35.0,92.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,2,C027,121.562172,29.872262,45.0,C173,121.563208,29.873166,25.0,143.2,151.8,1.060,4,114.52,137.96,23.44,15.0,6.5,98.4,98.1,150,150,278.0,325.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,3,C102,121.553367,29.883117,55.0,C146,121.553885,29.883570,25.0,77.0,100.9,1.311,4,127.35,145.05,17.70,30.0,5.7,97.8,97.4,130,130,356.0,429.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,3,C175,121.545597,29.862763,55.0,C013,121.546633,29.860954,25.0,226.6,234.6,1.035,4,117.56,149.86,32.31,15.0,7.3,98.4,98.0,160,160,364.0,416.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,0,Depot,121.550259,29.870000,25.0,C133,121.565280,29.881760,25.0,1951.3,2009.3,1.030,7,0.00,151.27,151.27,15.0,13.3,100.0,96.9,200,200,38.0,93.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,1,C101,121.532130,29.872714,35.0,C001,121.531094,29.873619,25.0,142.1,151.8,1.068,4,128.66,154.00,25.35,30.0,6.0,97.5,97.0,190,190,750.0,809.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,1,C068,121.555439,29.882213,35.0,C030,121.557510,29.883117,25.0,223.9,233.6,1.044,4,126.12,158.61,32.50,15.0,7.2,98.2,97.5,180,180,32.0,102.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,3,C173,121.563208,29.873166,55.0,C154,121.563726,29.871809,25.0,161.7,168.9,1.044,4,137.96,158.61,20.66,15.0,8.2,98.1,97.9,140,140,351.0,437.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,2,C001,121.531094,29.873619,45.0,C009,121.530576,29.874071,25.0,73.6,80.9,1.098,4,155.37,165.53,10.17,30.0,8.0,97.0,96.8,170,170,655.0,721.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,4,C013,121.546633,29.860954,65.0,C043,121.545597,29.860049,25.0,147.3,151.8,1.030,4,151.27,168.41,17.14,15.0,8.9,98.0,97.8,150,150,448.0,517.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,0,Depot,121.550259,29.870000,25.0,C093,121.528505,29.883117,25.0,2554.8,2581.9,1.011,6,0.00,177.91,177.91,15.0,14.5,100.0,96.2,200,200,51.0,93.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,3,C009,121.530576,29.874071,55.0,C071,121.529540,29.874071,25.0,104.3,109.9,1.054,4,166.99,179.31,12.32,30.0,8.9,96.8,96.6,150,150,561.0,632.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,1,C178,121.561136,29.873619,35.0,C020,121.567352,29.869548,25.0,751.1,761.1,1.013,4,98.44,180.63,82.19,15.0,9.3,98.6,96.8,190,190,33.0,93.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,4,C154,121.563726,29.871809,65.0,C024,121.564762,29.870000,25.0,228.2,234.6,1.028,4,160.09,183.30,23.21,15.0,10.1,97.9,97.6,130,130,467.0,511.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,2,C030,121.557510,29.883117,45.0,C019,121.558028,29.886284,25.0,356.2,365.6,1.026,4,160.09,194.94,34.85,30.0,10.5,97.5,96.8,160,160,186.0,253.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,0,Depot,121.550259,29.870000,25.0,C012,121.563208,29.854169,25.0,2158.3,2205.0,1.022,6,0.00,198.94,198.94,15.0,11.1,100.0,97.1,190,190,196.0,252.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,5,C024,121.564762,29.870000,75.0,C061,121.562690,29.870000,25.0,205.9,209.8,1.019,4,184.67,205.27,20.60,15.0,10.2,97.6,97.3,120,120,556.0,610.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,4,C071,121.529540,29.874071,65.0,C119,121.528505,29.871809,25.0,273.5,280.6,1.026,4,180.63,206.52,25.89,30.0,10.8,96.6,96.1,130,130,188.0,260.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,3,C019,121.558028,29.886284,55.0,C192,121.559064,29.887188,25.0,144.9,151.7,1.047,4,196.23,211.74,15.51,30.0,9.8,96.8,96.6,140,140,275.0,350.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,1,C073,121.559064,29.855978,35.0,C147,121.563726,29.850098,25.0,793.6,803.5,1.013,4,134.90,213.04,78.13,30.0,10.3,97.7,96.2,110,110,202.0,262.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,2,C020,121.567352,29.869548,45.0,C085,121.572013,29.870452,25.0,461.0,470.6,1.021,4,182.01,224.51,42.51,30.0,11.1,96.8,96.0,160,160,193.0,252.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,5,C119,121.528505,29.871809,75.0,C166,121.527987,29.873166,25.0,166.6,168.9,1.014,4,207.77,224.51,16.74,30.0,10.1,96.1,95.8,110,110,284.0,349.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,4,C146,121.553885,29.883570,65.0,C097,121.561654,29.886736,25.0,828.6,837.7,1.011,4,146.97,224.51,77.54,30.0,10.8,97.4,96.0,110,110,465.0,532.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,1,C012,121.563208,29.854169,35.0,C164,121.564244,29.851455,25.0,318.0,327.9,1.031,4,200.28,230.97,30.70,15.0,10.7,97.1,96.5,180,180,49.0,119.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,2,C147,121.563726,29.850098,45.0,C160,121.565280,29.850098,25.0,151.2,159.9,1.057,4,214.31,230.97,16.66,30.0,9.6,96.2,95.9,100,100,287.0,363.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,4,C192,121.559064,29.887188,65.0,C196,121.561136,29.887188,25.0,203.7,209.7,1.030,4,213.04,233.55,20.51,30.0,10.2,96.6,96.2,120,120,384.0,430.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,3,C085,121.572013,29.870452,55.0,C080,121.572531,29.870452,25.0,58.3,59.9,1.029,4,225.84,233.55,7.71,30.0,7.8,96.0,95.9,140,140,286.0,341.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,6,C166,121.527987,29.873166,85.0,C035,121.526951,29.874523,25.0,190.6,191.0,1.002,4,225.84,245.55,19.71,30.0,9.7,95.8,95.5,100,100,380.0,440.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,4,C080,121.572531,29.870452,65.0,C031,121.572531,29.869548,25.0,108.3,110.6,1.022,4,234.94,246.85,11.90,30.0,9.3,95.9,95.7,130,130,370.0,440.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,5,C031,121.572531,29.869548,75.0,C025,121.572013,29.868643,25.0,122.9,122.3,0.995,4,248.18,261.91,13.74,30.0,8.9,95.7,95.4,110,110,462.0,534.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,6,C025,121.572013,29.868643,85.0,C172,121.571495,29.868191,25.0,92.9,80.9,0.871,4,263.31,272.69,9.39,30.0,8.6,95.4,95.3,100,100,561.0,617.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,6,C061,121.562690,29.870000,85.0,C110,121.569424,29.866834,25.0,741.0,748.6,1.010,4,206.52,275.49,68.96,15.0,10.9,97.3,96.5,100,100,748.0,800.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,1,C133,121.565280,29.881760,35.0,C050,121.576675,29.888998,25.0,1361.8,1371.8,1.007,4,152.66,276.91,124.25,30.0,11.0,96.9,94.3,190,190,221.0,277.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,7,C172,121.571495,29.868191,95.0,C077,121.570978,29.868191,25.0,86.0,59.9,0.697,4,274.11,282.23,8.12,30.0,7.4,95.3,95.1,80,80,650.0,710.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,2,C164,121.564244,29.851455,45.0,C129,121.559582,29.854169,25.0,541.8,551.5,1.018,4,232.30,285.02,52.72,30.0,10.5,96.5,95.4,150,150,285.0,358.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,2,C050,121.576675,29.888998,45.0,C156,121.577193,29.889450,25.0,73.6,80.9,1.098,4,278.30,287.70,9.40,30.0,8.6,94.3,94.1,170,170,307.0,374.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,5,C196,121.561136,29.887188,75.0,C169,121.568388,29.888093,25.0,708.1,716.3,1.012,4,234.94,302.47,67.52,30.0,10.6,96.2,94.9,110,110,567.0,634.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,3,C156,121.577193,29.889450,55.0,C134,121.575639,29.889902,25.0,160.8,168.0,1.045,4,289.06,306.53,17.47,30.0,9.6,94.1,93.8,150,150,128.0,185.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,1,C093,121.528505,29.883117,35.0,C104,121.518145,29.892164,25.0,1417.5,1427.5,1.007,4,179.31,307.93,128.61,30.0,11.1,96.2,93.5,190,190,142.0,197.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,6,C169,121.568388,29.888093,85.0,C089,121.567352,29.888545,25.0,126.9,121.8,0.960,4,303.75,317.49,13.74,30.0,8.9,94.9,94.7,90,90,668.0,719.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,7,C110,121.569424,29.866834,95.0,C041,121.570460,29.870452,25.0,420.5,424.6,1.010,4,276.91,317.49,40.58,15.0,10.5,96.5,95.8,70,70,95.0,163.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,7,C089,121.567352,29.888545,95.0,C105,121.566834,29.888093,25.0,99.6,80.9,0.812,4,318.81,327.94,9.13,30.0,8.9,94.7,94.5,70,70,754.0,814.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,8,C077,121.570978,29.868191,105.0,C162,121.566834,29.865477,25.0,507.1,510.7,1.007,4,283.69,331.89,48.20,30.0,10.6,95.1,94.3,70,70,840.0,900.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,2,C104,121.518145,29.892164,45.0,C054,121.516073,29.894878,25.0,362.4,373.7,1.031,5,309.27,343.86,34.59,30.0,10.8,93.5,92.8,170,170,319.0,398.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,5,C043,121.545597,29.860049,75.0,C167,121.529540,29.849193,25.0,1964.0,1973.4,1.005,4,169.80,346.50,176.70,15.0,11.2,97.8,95.5,130,130,673.0,748.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,3,C129,121.559582,29.854169,55.0,C047,121.565280,29.851002,25.0,653.3,662.6,1.014,4,286.37,347.98,61.61,30.0,10.8,95.4,94.3,130,130,392.0,442.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,8,C105,121.566834,29.888093,105.0,C015,121.565280,29.888998,25.0,197.4,190.4,0.965,4,329.28,349.34,20.06,30.0,9.5,94.5,94.2,60,60,846.0,911.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,5,C097,121.561654,29.886736,75.0,C170,121.575121,29.889902,25.0,1346.1,1355.2,1.007,4,225.84,349.34,123.50,30.0,11.0,96.0,93.7,80,80,65.0,126.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,4,C047,121.565280,29.851002,65.0,C091,121.564762,29.852359,25.0,163.9,168.9,1.031,4,349.34,366.89,17.55,30.0,9.6,94.3,93.9,100,100,480.0,541.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,4,C134,121.575639,29.889902,65.0,C153,121.569424,29.885831,25.0,752.0,761.0,1.012,4,307.93,379.04,71.11,30.0,10.7,93.8,92.4,130,130,472.0,539.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,3,C054,121.516073,29.894878,55.0,C132,121.514002,29.891259,25.0,450.2,459.2,1.020,4,345.18,388.51,43.33,30.0,10.6,92.8,91.9,140,140,515.0,585.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,9,C015,121.565280,29.888998,115.0,C096,121.562690,29.885831,25.0,440.9,441.6,1.002,4,350.70,392.77,42.07,30.0,10.5,94.2,93.5,40,40,656.0,728.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,6,C167,121.529540,29.849193,85.0,C046,121.524879,29.849645,25.0,456.4,462.4,1.013,4,347.98,392.77,44.79,15.0,10.3,95.5,94.9,110,110,405.0,453.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,5,C091,121.564762,29.852359,75.0,C070,121.567352,29.853716,25.0,296.1,301.8,1.019,4,368.26,398.11,29.85,30.0,10.1,93.9,93.4,80,80,577.0,636.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,7,C035,121.526951,29.874523,95.0,C007,121.514520,29.887641,25.0,1889.1,1897.8,1.005,4,246.85,419.85,173.00,30.0,11.0,95.5,92.3,80,80,616.0,680.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,10,C096,121.562690,29.885831,125.0,C074,121.560618,29.884022,25.0,300.6,293.5,0.976,4,394.14,422.45,28.31,30.0,10.4,93.5,93.1,30,30,933.0,1008.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,3,C160,121.565280,29.850098,55.0,C051,121.584963,29.841051,25.0,2148.6,2158.4,1.005,4,232.30,429.46,197.17,30.0,10.9,95.9,92.5,60,60,611.0,678.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,6,C170,121.575121,29.889902,85.0,C145,121.577193,29.897592,25.0,880.1,888.1,1.009,4,350.70,433.63,82.93,30.0,10.7,93.7,92.3,70,70,608.0,661.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,7,C046,121.524879,29.849645,95.0,C034,121.529540,29.850550,25.0,466.0,470.7,1.010,4,394.14,439.11,44.97,15.0,10.5,94.9,94.4,90,90,772.0,835.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,8,C034,121.529540,29.850550,105.0,C095,121.529022,29.851002,25.0,106.9,80.9,0.757,4,440.48,449.60,9.12,15.0,8.9,94.4,94.3,80,80,865.0,925.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,7,C145,121.577193,29.897592,95.0,C195,121.575639,29.897139,25.0,172.8,168.0,0.972,4,435.07,452.16,17.08,30.0,9.8,92.3,92.0,50,50,692.0,765.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,4,C051,121.584963,29.841051,65.0,C174,121.585998,29.842861,25.0,228.2,234.6,1.028,4,430.96,453.49,22.53,30.0,10.4,92.5,92.1,50,50,723.0,756.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,8,C007,121.514520,29.887641,105.0,C181,121.517109,29.889450,25.0,330.5,330.6,1.001,4,421.18,453.49,32.31,30.0,10.2,92.3,91.7,70,70,720.0,768.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,11,C074,121.560618,29.884022,135.0,C149,121.561136,29.881308,25.0,325.1,315.9,0.972,4,423.94,454.82,30.88,30.0,10.2,93.1,92.6,20,20,1036.0,1097.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,5,C153,121.569424,29.885831,75.0,C112,121.577711,29.888998,25.0,874.5,883.1,1.010,4,380.47,462.86,82.39,30.0,10.7,92.4,90.9,120,120,405.0,459.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,8,C195,121.575639,29.897139,105.0,C052,121.575121,29.897592,25.0,106.9,80.9,0.757,4,453.49,462.86,9.37,30.0,8.6,92.0,91.8,30,30,782.0,857.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,9,C181,121.517109,29.889450,115.0,C117,121.517627,29.890355,25.0,143.9,122.3,0.850,4,454.82,467.98,13.15,30.0,9.3,91.7,91.5,50,50,801.0,872.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,9,C095,121.529022,29.851002,115.0,C158,121.529540,29.852359,25.0,182.7,168.9,0.925,4,450.89,467.98,17.08,15.0,9.9,94.3,94.1,70,70,960.0,1016.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,9,C052,121.575121,29.897592,115.0,C092,121.574085,29.898044,25.0,143.5,121.8,0.849,4,464.17,477.09,12.92,30.0,9.4,91.8,91.7,10,10,870.0,953.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,8,C041,121.570460,29.870452,105.0,C152,121.567352,29.886284,25.0,1787.5,1795.7,1.005,4,318.81,481.22,162.41,30.0,11.1,95.8,93.0,50,50,296.0,347.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,4,C132,121.514002,29.891259,65.0,C098,121.519181,29.898949,25.0,991.0,1000.2,1.009,4,389.90,481.22,91.32,30.0,11.0,91.9,90.2,110,110,629.0,677.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,6,C112,121.577711,29.888998,85.0,C079,121.579783,29.888998,25.0,208.6,209.7,1.006,4,464.17,485.21,21.04,30.0,10.0,90.9,90.5,100,100,595.0,636.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,5,C174,121.585998,29.842861,75.0,C136,121.582891,29.843765,25.0,320.1,326.2,1.019,4,454.82,486.55,31.73,30.0,10.3,92.1,91.6,20,20,797.0,874.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,6,C136,121.582891,29.843765,85.0,C189,121.581855,29.843313,25.0,126.9,121.9,0.960,4,488.02,501.47,13.45,30.0,9.1,91.6,91.4,10,10,895.0,960.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,9,C152,121.567352,29.886284,115.0,C059,121.565280,29.887188,25.0,241.1,233.6,0.969,4,482.58,505.42,22.84,30.0,10.2,93.0,92.6,20,20,952.0,992.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,7,C079,121.579783,29.888998,95.0,C029,121.579783,29.887188,25.0,213.0,211.2,0.991,4,486.55,508.08,21.53,30.0,9.8,90.5,90.1,80,80,677.0,743.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,5,C098,121.519181,29.898949,75.0,C157,121.521253,29.897592,25.0,255.3,260.3,1.020,4,482.58,508.08,25.49,30.0,10.2,90.2,89.7,100,100,712.0,784.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,8,C029,121.579783,29.887188,105.0,C087,121.578747,29.887188,25.0,128.0,109.9,0.859,4,509.65,522.13,12.49,30.0,8.8,90.1,89.9,70,70,778.0,825.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,9,C162,121.566834,29.865477,115.0,C026,121.566834,29.885379,25.0,2214.9,2223.0,1.004,4,333.22,535.15,201.93,30.0,11.0,94.3,90.8,40,40,201.0,258.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,9,C087,121.578747,29.887188,115.0,C042,121.576675,29.888093,25.0,241.1,233.6,0.969,4,523.42,545.52,22.09,30.0,10.6,89.9,89.6,50,50,870.0,923.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,10,C026,121.566834,29.885379,125.0,C198,121.566316,29.886736,25.0,187.8,168.9,0.900,4,536.41,553.49,17.08,30.0,9.9,90.8,90.6,20,20,1038.0,1090.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,11,C198,121.566316,29.886736,135.0,C014,121.565798,29.886284,25.0,130.9,80.9,0.618,4,554.90,564.13,9.23,30.0,8.8,90.6,90.5,10,10,567.0,626.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,10,C042,121.576675,29.888093,125.0,C123,121.575121,29.887188,25.0,206.3,190.4,0.923,4,546.82,566.83,20.00,30.0,9.5,89.6,89.3,20,20,972.0,1008.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,6,C070,121.567352,29.853716,85.0,C179,121.561136,29.870452,25.0,1956.0,1965.1,1.005,4,399.46,576.30,176.84,30.0,11.1,93.4,90.3,50,50,829.0,890.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,6,C157,121.521253,29.897592,85.0,C049,121.518663,29.889902,25.0,892.8,900.7,1.009,4,509.65,591.89,82.25,30.0,11.0,89.7,88.2,90,90,904.0,954.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,7,C179,121.561136,29.870452,95.0,C109,121.559582,29.870905,25.0,172.9,168.0,0.972,4,577.64,594.70,17.06,30.0,9.9,90.3,90.1,30,30,925.0,979.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,10,C117,121.517627,29.890355,125.0,C063,121.530576,29.896235,25.0,1412.7,1419.2,1.005,4,469.30,598.87,129.57,30.0,11.0,91.5,89.3,40,40,1079.0,1123.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,12,C149,121.561136,29.881308,145.0,Depot,121.550259,29.870000,25.0,1641.8,1647.4,1.003,4,456.29,605.57,149.28,30.0,11.0,92.6,90.2,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,10,C158,121.529540,29.852359,125.0,C090,121.543525,29.862310,25.0,1747.4,1754.5,1.004,4,469.30,629.07,159.76,15.0,11.0,94.1,92.4,50,50,641.0,697.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,11,C063,121.530576,29.896235,135.0,C056,121.532130,29.893973,25.0,312.7,302.7,0.968,4,600.21,630.34,30.14,30.0,10.0,89.3,88.9,20,20,1130.0,1198.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,11,C090,121.543525,29.862310,135.0,C002,121.544561,29.861858,25.0,156.9,121.8,0.777,4,630.34,643.63,13.29,15.0,9.2,92.4,92.2,40,40,553.0,602.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,11,C123,121.575121,29.887188,135.0,C048,121.566316,29.881760,25.0,1047.4,1051.6,1.004,4,568.26,664.66,96.40,30.0,10.9,89.3,87.7,10,10,101.0,160.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
