Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V06,5,4,C019,121.567093,29.852812,65.0,C118,121.569165,29.851907,25.0,227.3,233.7,1.028,4,327.48,356.25,28.76,15.0,8.1,94.3,93.9,247,247,381.0,504.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,2,C008,121.553626,29.888545,45.0,C021,121.569683,29.901210,25.0,2092.8,2102.7,1.005,4,226.61,359.96,133.35,30.0,15.8,96.8,94.2,134,134,469.0,555.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,4,C134,121.525138,29.846931,65.0,C188,121.520994,29.842408,25.0,643.7,652.4,1.014,4,317.86,359.96,42.10,30.0,15.5,94.4,93.6,137,137,0.0,2443.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,8,C129,121.570201,29.851002,105.0,C103,121.573308,29.848288,25.0,432.8,435.3,1.006,4,337.68,366.11,28.44,30.0,15.3,92.4,91.8,282,282,0.0,2459.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,6,C033,121.534979,29.851455,85.0,C094,121.530835,29.847384,25.0,606.8,613.8,1.012,4,331.20,370.89,39.70,30.0,15.5,93.8,93.0,205,205,0.0,2464.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,5,C188,121.520994,29.842408,75.0,C177,121.520994,29.840147,25.0,256.4,261.5,1.020,4,361.79,379.50,17.71,30.0,14.8,93.6,93.2,135,135,406.0,520.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,9,C103,121.573308,29.848288,115.0,C088,121.575380,29.848288,25.0,219.2,209.8,0.957,4,367.96,383.59,15.63,30.0,13.4,91.8,91.4,250,250,440.0,591.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,5,C118,121.569165,29.851907,75.0,C009,121.568647,29.849645,25.0,261.2,266.4,1.020,4,358.00,391.18,33.19,15.0,8.0,93.9,93.4,229,229,1133.0,1176.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,3,C119,121.575380,29.865477,55.0,C191,121.577970,29.869095,25.0,474.5,483.6,1.019,4,337.68,394.85,57.17,15.0,8.5,93.0,91.9,391,391,0.0,2470.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,5,C066,121.532907,29.893521,75.0,C091,121.530317,29.891259,25.0,357.9,364.4,1.018,4,357.15,400.40,43.24,15.0,8.4,93.2,92.4,318,318,0.0,2466.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,4,C058,121.543784,29.890355,65.0,C157,121.542231,29.896687,25.0,721.0,729.9,1.012,4,322.55,408.85,86.30,15.0,8.5,94.0,92.6,280,280,0.0,2465.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,6,C107,121.570201,29.883117,85.0,C128,121.573308,29.885831,25.0,429.5,435.3,1.013,4,357.15,408.85,51.70,15.0,8.4,90.5,89.2,598,598,0.0,2468.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,7,C094,121.530835,29.847384,95.0,C035,121.529799,29.841051,25.0,714.6,721.2,1.009,4,372.82,419.79,46.97,30.0,15.4,93.0,92.0,190,190,401.0,479.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,1,C137,121.548964,29.841051,35.0,C162,121.543266,29.843313,25.0,604.4,614.3,1.016,4,349.69,421.81,72.12,15.0,8.5,94.5,93.4,219,219,533.0,604.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,10,C088,121.575380,29.848288,125.0,C140,121.571236,29.844217,25.0,612.1,613.8,1.003,4,385.40,426.19,40.79,30.0,15.0,91.4,90.6,211,211,0.0,2455.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,5,C157,121.542231,29.896687,75.0,C166,121.541713,29.895783,25.0,122.9,122.3,0.995,4,410.51,427.18,16.67,15.0,7.3,92.6,92.3,259,259,0.0,2467.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,6,C177,121.520994,29.840147,85.0,C076,121.517886,29.846931,25.0,814.0,821.8,1.010,4,380.65,433.48,52.83,30.0,15.6,93.2,92.2,112,112,1472.0,1631.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,7,C128,121.573308,29.885831,95.0,C095,121.572272,29.887641,25.0,235.3,234.6,0.997,4,410.51,439.34,28.83,15.0,8.1,89.2,88.4,575,575,0.0,2467.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,8,C035,121.529799,29.841051,105.0,C097,121.530317,29.838337,25.0,316.2,315.9,0.999,4,420.76,441.85,21.09,30.0,15.0,92.0,91.5,179,179,0.0,2446.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,11,C140,121.571236,29.844217,135.0,C139,121.573308,29.844217,25.0,228.1,209.8,0.920,4,428.10,441.85,13.75,30.0,15.3,90.6,90.3,184,184,0.0,2452.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,7,C076,121.517886,29.846931,95.0,C108,121.520994,29.846479,25.0,311.9,313.9,1.007,4,435.24,457.57,22.34,30.0,14.1,92.2,91.8,102,102,0.0,2450.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,12,C139,121.573308,29.844217,145.0,C029,121.575380,29.844670,25.0,238.5,216.1,0.906,4,442.88,459.58,16.70,30.0,12.9,90.3,89.9,179,179,0.0,2450.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,6,C009,121.568647,29.849645,85.0,C037,121.568129,29.842861,25.0,758.5,766.1,1.010,4,393.09,469.90,76.81,15.0,10.0,93.4,92.2,216,216,0.0,2456.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,6,C091,121.530317,29.891259,85.0,C105,121.523066,29.892616,25.0,717.7,725.2,1.010,4,401.51,475.46,73.95,15.0,9.8,92.4,91.2,298,298,0.0,2454.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,3,C021,121.569683,29.901210,55.0,C124,121.557251,29.888545,25.0,1849.4,1859.1,1.005,4,361.79,482.23,120.44,30.0,15.4,94.2,91.9,126,126,1035.0,1109.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,6,C166,121.541713,29.895783,85.0,C161,121.537051,29.898496,25.0,544.6,551.3,1.012,4,428.99,484.07,55.09,15.0,10.0,92.3,91.4,242,242,0.0,2458.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,2,C162,121.543266,29.843313,45.0,C179,121.544302,29.848741,25.0,612.1,621.8,1.016,4,422.89,485.90,63.01,15.0,9.9,93.4,92.5,210,210,0.0,2477.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,9,C097,121.530317,29.838337,115.0,C028,121.533425,29.844217,25.0,724.9,729.3,1.006,4,442.88,491.61,48.73,30.0,15.0,91.5,90.6,159,159,0.0,2461.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,13,C029,121.575380,29.844670,155.0,C155,121.573826,29.840147,25.0,540.7,534.8,0.989,4,461.55,496.29,34.74,30.0,15.4,89.9,89.3,159,159,0.0,2444.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,4,C191,121.577970,29.869095,65.0,C194,121.575380,29.884474,25.0,1728.7,1738.2,1.006,4,396.68,507.15,110.46,15.0,15.7,91.9,89.2,371,371,407.0,486.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,4,C124,121.557251,29.888545,65.0,C045,121.555698,29.884927,25.0,431.2,439.4,1.019,4,484.07,512.28,28.21,30.0,15.6,91.9,91.3,101,101,0.0,2490.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,7,C037,121.568129,29.842861,95.0,C059,121.567611,29.839242,25.0,411.5,415.5,1.010,4,471.63,520.27,48.64,15.0,8.5,92.2,91.5,203,203,0.0,2449.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,8,C095,121.572272,29.887641,105.0,C114,121.572790,29.894426,25.0,760.3,766.1,1.008,4,441.00,522.01,81.01,15.0,9.5,88.4,86.4,559,559,0.0,2455.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,5,C045,121.555698,29.884927,75.0,C151,121.555698,29.883570,25.0,159.0,160.9,1.012,4,514.03,525.78,11.75,30.0,13.7,91.3,91.1,86,86,0.0,2493.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,7,C105,121.523066,29.892616,95.0,C093,121.519958,29.896687,25.0,547.3,552.8,1.010,4,477.22,542.76,65.53,15.0,8.4,91.2,90.0,282,282,0.0,2443.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,7,C161,121.537051,29.898496,95.0,C011,121.532389,29.900758,25.0,519.7,524.9,1.010,4,485.90,548.32,62.41,15.0,8.4,91.4,90.5,235,235,0.0,2450.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,8,C059,121.567611,29.839242,105.0,C001,121.565539,29.838337,25.0,237.6,233.7,0.984,4,522.01,549.37,27.36,15.0,8.5,91.5,91.1,202,202,1973.0,2130.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,8,C108,121.520994,29.846479,105.0,C100,121.519440,29.860049,25.0,1518.4,1526.3,1.005,4,458.57,553.44,94.88,30.0,16.1,91.8,90.1,92,92,0.0,2463.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,9,C114,121.572790,29.894426,115.0,C013,121.575898,29.893973,25.0,316.8,313.8,0.990,4,523.74,558.99,35.25,15.0,8.9,86.4,85.6,548,548,0.0,2452.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,14,C155,121.573826,29.840147,165.0,C015,121.584186,29.841504,25.0,1020.1,1020.5,1.000,4,498.08,561.60,63.52,30.0,16.1,89.3,88.0,150,150,0.0,2434.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,10,C013,121.575898,29.893973,125.0,C032,121.575898,29.894426,25.0,111.9,60.3,0.539,4,560.76,568.94,8.18,15.0,7.4,85.6,85.4,539,539,0.0,2451.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,9,C001,121.565539,29.838337,115.0,C051,121.563985,29.840147,25.0,266.5,260.9,0.979,4,550.39,582.50,32.11,15.0,8.1,91.1,90.6,193,193,0.0,2454.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,9,C100,121.519440,29.860049,115.0,C182,121.515296,29.858240,25.0,456.3,457.4,1.002,4,555.27,584.21,28.94,30.0,15.8,90.1,89.5,88,88,0.0,2455.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,10,C028,121.533425,29.844217,125.0,C106,121.525138,29.855978,25.0,1535.9,1542.6,1.004,4,493.41,588.66,95.25,30.0,16.2,90.6,88.7,139,139,1419.0,1514.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,5,C194,121.575380,29.884474,75.0,C184,121.574862,29.871357,25.0,1460.3,1469.4,1.006,4,508.84,598.35,89.51,30.0,16.4,89.2,86.9,353,353,476.0,581.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,8,C093,121.519958,29.896687,105.0,C198,121.517368,29.900758,25.0,523.1,526.9,1.007,4,544.52,603.15,58.63,15.0,9.0,90.0,89.1,257,257,0.0,2433.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,11,C106,121.525138,29.855978,135.0,C104,121.527210,29.859144,25.0,419.5,414.8,0.989,4,590.57,616.51,25.94,30.0,16.0,88.7,88.2,119,119,0.0,2476.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,15,C015,121.584186,29.841504,175.0,C195,121.584704,29.849193,25.0,869.5,866.5,0.997,4,563.39,616.51,53.12,30.0,16.3,88.0,87.0,110,110,0.0,2443.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,10,C182,121.515296,29.858240,125.0,C054,121.519958,29.860049,25.0,502.6,502.5,1.000,4,585.97,617.48,31.52,30.0,15.9,89.5,89.0,64,64,0.0,2464.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,8,C011,121.532389,29.900758,105.0,C141,121.538605,29.901663,25.0,612.8,617.5,1.008,4,549.37,621.44,72.07,15.0,8.6,90.5,89.3,230,230,944.0,1048.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,9,C198,121.517368,29.900758,115.0,C130,121.519440,29.900758,25.0,219.1,209.7,0.957,4,604.94,630.38,25.44,15.0,8.2,89.1,88.7,247,247,1096.0,1221.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,12,C104,121.527210,29.859144,145.0,C002,121.526692,29.860954,25.0,239.5,217.3,0.907,4,618.49,634.08,15.59,30.0,13.9,88.2,87.9,84,84,1552.0,1667.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,10,C051,121.563985,29.840147,125.0,C172,121.563467,29.843765,25.0,417.6,415.5,0.995,4,584.21,634.08,49.86,15.0,8.3,90.6,89.9,173,173,0.0,2462.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,6,C151,121.555698,29.883570,85.0,C017,121.537051,29.888998,25.0,1897.2,1906.3,1.005,4,527.73,645.98,118.25,30.0,16.1,91.1,89.0,68,68,1133.0,1274.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,16,C195,121.584704,29.849193,185.0,C160,121.580042,29.849193,25.0,477.2,459.6,0.963,4,618.49,649.49,31.01,30.0,14.8,87.0,86.4,98,98,1341.0,1458.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,6,C184,121.574862,29.871357,85.0,C069,121.566575,29.873166,25.0,826.2,834.0,1.009,4,600.30,654.35,54.05,30.0,15.4,86.9,85.5,338,338,1203.0,1242.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,11,C032,121.575898,29.894426,135.0,C040,121.581596,29.898496,25.0,720.2,721.7,1.002,4,570.89,655.28,84.39,15.0,8.6,85.4,83.4,518,518,0.0,2437.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,13,C002,121.526692,29.860954,155.0,C063,121.529799,29.861858,25.0,341.8,326.1,0.954,4,635.90,657.98,22.08,30.0,14.8,87.9,87.5,77,77,0.0,2483.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,17,C160,121.580042,29.849193,195.0,C147,121.578488,29.848741,25.0,232.1,168.1,0.724,4,651.42,663.54,12.12,30.0,13.9,86.4,86.2,80,80,0.0,2452.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,9,C141,121.538605,29.901663,115.0,C084,121.542231,29.901210,25.0,364.4,363.1,0.996,4,623.34,666.18,42.85,15.0,8.5,89.3,88.7,227,227,0.0,2455.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
