Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V05,6,3,36,40,251.1,183.5,43.0,73.0,10.0,NO,YES,110.5,0.0,30.0,97.2,120,121.559064,29.888093,2026-04-19 21:47:43
V01,10,4,15,20,268.1,188.8,58.0,88.0,10.0,NO,YES,100.8,0.0,30.0,96.9,90,121.526433,29.867738,2026-04-19 21:47:43
V05,6,4,40,30,286.1,199.6,85.0,115.0,10.0,NO,YES,84.6,0.0,30.0,96.9,80,121.556475,29.888093,2026-04-19 21:47:44
V08,3,5,7,20,288.7,199.6,79.0,109.0,10.0,NO,YES,90.6,0.0,30.0,96.4,40,121.533166,29.883570,2026-04-19 21:47:44
V01,10,5,11,40,308.1,208.7,59.0,89.0,10.0,NO,YES,119.7,0.0,30.0,96.6,70,121.529540,29.867738,2026-04-19 21:47:44
V08,3,6,6,20,313.7,210.8,95.0,125.0,10.0,NO,YES,85.8,0.0,30.0,96.3,20,121.534720,29.883570,2026-04-19 21:47:44
V05,6,5,38,30,323.0,218.4,75.0,105.0,10.0,NO,YES,113.4,0.0,30.0,96.7,50,121.557510,29.885831,2026-04-19 21:47:44
V01,10,6,10,30,328.1,219.3,119.0,149.0,10.0,NO,YES,70.3,0.0,30.0,96.4,30,121.530576,29.867738,2026-04-19 21:47:44
V05,6,6,41,20,365.0,242.7,92.0,122.0,10.0,NO,YES,120.7,0.0,30.0,96.3,20,121.555439,29.883570,2026-04-19 21:47:44
V07,11,1,26,30,292.6,359.5,115.0,145.0,10.0,NO,YES,214.5,0.0,30.0,94.1,30,121.574603,29.863215,2026-04-19 21:47:47
V10,12,1,27,20,285.0,369.1,62.0,92.0,10.0,NO,YES,277.1,0.0,30.0,94.0,20,121.574603,29.865477,2026-04-19 21:47:47
V03,14,1,29,10,261.0,390.5,67.0,97.0,10.0,NO,YES,293.5,0.0,30.0,93.7,10,121.572013,29.865477,2026-04-19 21:47:47
V06,16,1,50,30,176.7,432.9,116.0,146.0,10.0,NO,YES,286.9,0.0,30.0,93.4,40,121.562690,29.865477,2026-04-19 21:47:48
V09,13,1,28,10,278.6,450.7,62.0,92.0,10.0,NO,YES,358.7,0.0,30.0,92.9,10,121.573049,29.863215,2026-04-19 21:47:49
V04,15,1,30,10,260.0,457.3,74.0,104.0,10.0,NO,YES,353.3,0.0,30.0,92.6,10,121.570978,29.863215,2026-04-19 21:47:49
V08,17,1,31,20,251.4,458.4,61.0,91.0,10.0,NO,YES,367.4,0.0,30.0,92.3,20,121.570978,29.865477,2026-04-19 21:47:49
V05,19,1,24,10,175.3,473.4,148.0,178.0,10.0,NO,YES,295.4,0.0,30.0,92.5,30,121.545079,29.856430,2026-04-19 21:47:49
V02,20,1,20,10,175.3,482.1,122.0,152.0,10.0,NO,YES,330.1,0.0,30.0,91.7,170,121.547151,29.856430,2026-04-19 21:47:49
V01,18,1,34,30,237.2,489.9,111.0,141.0,10.0,NO,YES,348.9,0.0,30.0,92.0,30,121.569424,29.865477,2026-04-19 21:47:49
V06,16,2,32,10,265.8,493.8,131.0,161.0,10.0,NO,YES,332.8,0.0,30.0,92.5,10,121.570460,29.863215,2026-04-19 21:47:49
V02,20,2,49,10,200.3,496.6,104.0,134.0,10.0,NO,YES,362.6,0.0,30.0,91.4,160,121.547151,29.855073,2026-04-19 21:47:49
V02,20,3,19,40,220.3,506.3,72.0,102.0,10.0,NO,YES,404.3,0.0,30.0,91.3,150,121.547151,29.854169,2026-04-19 21:47:50
V05,19,2,25,20,237.5,513.5,154.0,184.0,10.0,NO,YES,329.5,0.0,30.0,91.9,20,121.543525,29.851907,2026-04-19 21:47:50
V02,20,4,18,20,257.2,527.9,87.0,117.0,10.0,NO,YES,410.9,0.0,30.0,90.9,110,121.548187,29.851907,2026-04-19 21:47:50
V02,20,5,48,10,277.2,537.4,151.0,181.0,10.0,NO,YES,356.4,0.0,30.0,90.8,90,121.547151,29.851907,2026-04-19 21:47:50
V02,20,6,21,10,297.2,547.8,67.0,97.0,10.0,NO,YES,450.8,0.0,30.0,90.6,80,121.546115,29.851907,2026-04-19 21:47:50
V02,20,7,23,30,317.2,557.4,65.0,95.0,10.0,NO,YES,462.4,0.0,30.0,90.5,70,121.545079,29.851907,2026-04-19 21:47:51
V02,20,8,22,40,378.2,593.3,92.0,122.0,10.0,NO,YES,471.3,0.0,30.0,89.9,40,121.546115,29.856430,2026-04-19 21:47:51
