Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V02,2,3,C012,121.529540,29.870000,55.0,C044,121.553885,29.886736,25.0,2995.5,3005.4,1.003,4,593.01,756.13,163.13,30.0,18.4,88.3,85.1,120,120,64.0,94.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,3,C003,121.536792,29.888093,55.0,C034,121.569424,29.865477,25.0,4027.9,4039.8,1.003,5,537.85,760.00,222.15,30.0,18.2,89.5,85.0,160,160,111.0,141.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,4,C040,121.556475,29.888093,65.0,C018,121.548187,29.851907,25.0,4102.5,4129.1,1.007,5,567.31,793.23,225.92,30.0,18.3,88.4,84.1,110,110,87.0,117.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,5,C001,121.538346,29.888093,75.0,C024,121.545079,29.856430,25.0,3580.5,3600.3,1.006,5,623.35,820.21,196.86,30.0,18.3,89.1,85.6,60,60,148.0,178.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,6,C036,121.559064,29.888093,85.0,C047,121.526433,29.870000,25.0,3734.9,3754.4,1.005,4,698.29,906.92,208.63,30.0,18.0,85.6,81.7,100,100,45.0,75.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,6,C024,121.545079,29.856430,85.0,C017,121.525397,29.870000,25.0,2425.4,2434.7,1.004,4,821.87,955.98,134.11,30.0,18.2,85.6,83.3,50,50,149.0,179.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,4,C044,121.553885,29.886736,65.0,C023,121.545079,29.851907,25.0,3965.0,3981.9,1.004,5,757.75,976.03,218.28,30.0,18.2,85.1,81.0,110,110,65.0,95.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,5,C023,121.545079,29.851907,75.0,C021,121.546115,29.851907,25.0,111.7,109.9,0.984,4,977.69,984.14,6.45,30.0,17.0,81.0,80.8,80,80,67.0,97.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,4,C034,121.569424,29.865477,65.0,C046,121.534720,29.885831,25.0,4039.8,4049.6,1.002,4,761.64,984.91,223.26,30.0,18.1,85.0,80.6,130,130,113.0,143.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,7,C047,121.526433,29.870000,95.0,C002,121.536792,29.883570,25.0,1810.9,1819.5,1.005,4,908.58,1005.63,97.05,30.0,18.7,81.7,79.9,90,90,50.0,80.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,5,C018,121.548187,29.851907,75.0,C008,121.533166,29.885831,25.0,4041.0,4050.7,1.002,4,794.83,1015.88,221.05,30.0,18.3,84.1,80.0,90,90,91.0,121.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,7,C017,121.525397,29.870000,95.0,C048,121.547151,29.851907,25.0,2907.5,2916.6,1.003,4,957.57,1114.59,157.02,30.0,18.6,83.3,80.6,30,30,151.0,181.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,8,C048,121.547151,29.851907,105.0,C025,121.543525,29.851907,25.0,358.7,359.7,1.003,4,1116.33,1136.14,19.82,30.0,18.2,80.6,80.3,20,20,154.0,184.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,6,C008,121.533166,29.885831,85.0,C009,121.530576,29.865477,25.0,2277.9,2287.1,1.004,4,1017.49,1142.12,124.63,30.0,18.4,80.0,77.7,80,80,91.0,121.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,6,C021,121.546115,29.851907,85.0,C029,121.572013,29.865477,25.0,2918.5,2927.9,1.003,4,986.05,1144.96,158.90,30.0,18.4,80.8,78.0,70,70,67.0,97.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,8,C002,121.536792,29.883570,105.0,C033,121.569424,29.860954,25.0,4028.7,4048.5,1.005,6,1007.59,1231.34,223.76,30.0,18.1,79.9,75.9,60,60,51.0,81.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,5,C046,121.534720,29.885831,75.0,C026,121.574603,29.863215,25.0,4595.1,4604.8,1.002,4,986.90,1242.11,255.21,30.0,18.0,80.6,75.6,120,120,115.0,145.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,7,C009,121.530576,29.865477,95.0,C022,121.546115,29.856430,25.0,1806.1,1814.8,1.005,4,1143.70,1248.13,104.43,30.0,17.4,77.7,75.8,60,60,92.0,122.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,9,C025,121.543525,29.851907,115.0,Depot,121.546115,29.872262,25.0,2278.8,2287.1,1.004,4,1137.86,1268.79,130.93,30.0,17.5,80.3,78.2,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,6,C026,121.574603,29.863215,85.0,C050,121.562690,29.865477,25.0,1177.5,1186.0,1.007,4,1243.92,1313.95,70.02,30.0,16.9,75.6,74.3,90,90,116.0,146.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,7,C029,121.572013,29.865477,95.0,C016,121.525397,29.867738,25.0,4502.7,4512.1,1.002,4,1146.74,1392.22,245.48,30.0,18.4,78.0,73.6,60,60,72.0,102.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,8,C022,121.546115,29.856430,105.0,C041,121.555439,29.883570,25.0,3149.8,3161.3,1.004,5,1250.08,1415.94,165.86,30.0,19.1,75.8,73.1,20,20,92.0,122.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,9,C033,121.569424,29.860954,115.0,C015,121.526433,29.867738,25.0,4214.6,4223.7,1.002,4,1233.25,1448.90,215.65,30.0,19.6,75.9,72.2,50,50,58.0,88.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,7,C050,121.562690,29.865477,95.0,C010,121.530576,29.867738,25.0,3107.6,3116.8,1.003,4,1315.81,1465.16,149.35,30.0,20.9,74.3,71.7,60,60,119.0,149.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,9,C041,121.555439,29.883570,115.0,Depot,121.546115,29.872262,25.0,1548.3,1562.8,1.009,5,1417.45,1493.35,75.90,30.0,20.6,73.1,71.9,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,8,C016,121.525397,29.867738,105.0,C019,121.547151,29.854169,25.0,2585.4,2594.1,1.003,4,1393.81,1522.61,128.79,30.0,20.1,73.6,71.4,40,40,72.0,102.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,8,C010,121.530576,29.867738,105.0,C020,121.547151,29.856430,25.0,2035.2,2043.6,1.004,4,1467.14,1575.15,108.01,30.0,18.9,71.7,69.9,30,30,122.0,152.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,9,C019,121.547151,29.854169,115.0,Depot,121.546115,29.872262,25.0,2016.3,2024.3,1.004,4,1524.28,1639.51,115.23,30.0,17.6,71.4,69.6,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,10,C015,121.526433,29.867738,125.0,C031,121.570978,29.865477,25.0,4303.8,4312.7,1.002,4,1450.18,1688.62,238.45,30.0,18.1,72.2,68.1,30,30,61.0,91.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,11,C031,121.570978,29.865477,135.0,C028,121.573049,29.863215,25.0,339.5,331.2,0.976,4,1690.42,1710.60,20.17,30.0,16.4,68.1,67.8,10,10,62.0,92.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,9,C020,121.547151,29.856430,115.0,C037,121.559064,29.886736,25.0,3561.4,3572.1,1.003,5,1576.81,1785.96,209.15,30.0,17.1,69.9,66.4,20,20,124.0,154.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,12,C028,121.573049,29.863215,145.0,Depot,121.546115,29.872262,25.0,2787.7,2795.1,1.003,4,1712.33,1875.62,163.29,30.0,17.1,67.8,65.2,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,10,C037,121.559064,29.886736,125.0,C032,121.570460,29.863215,25.0,2838.6,2846.8,1.003,4,1787.75,1951.43,163.68,30.0,17.4,66.4,63.7,10,10,131.0,161.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,11,C032,121.570460,29.863215,135.0,Depot,121.546115,29.872262,25.0,2556.2,2563.9,1.003,4,1953.25,2090.18,136.93,30.0,18.7,63.7,61.5,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
