Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V02,2,0,Depot,121.546115,29.872262,25.0,C012,121.529540,29.870000,25.0,1617.8,1661.4,1.027,5,0.00,94.46,94.46,15.0,17.6,100.0,98.6,110,110,64.0,94.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,1,C015,121.526433,29.867738,35.0,C016,121.525397,29.867738,25.0,100.4,109.9,1.095,4,91.24,95.66,4.42,30.0,24.8,98.6,98.5,30,30,72.0,102.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,1,C005,121.535756,29.888093,35.0,C008,121.533166,29.885831,25.0,354.5,364.4,1.028,4,83.78,97.73,13.96,30.0,26.1,98.6,98.3,30,30,91.0,121.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,3,C037,121.559064,29.886736,55.0,C035,121.560100,29.888093,25.0,183.4,190.9,1.041,4,92.17,99.74,7.57,30.0,25.2,98.5,98.3,20,20,139.0,169.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,7,1,C047,121.526433,29.870000,35.0,C010,121.530576,29.867738,25.0,472.2,482.1,1.021,4,81.91,100.11,18.20,30.0,26.5,98.7,98.4,30,30,119.0,149.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,8,1,C002,121.536792,29.883570,35.0,C003,121.536792,29.888093,25.0,503.1,513.0,1.020,4,82.48,101.76,19.28,30.0,26.6,98.8,98.5,40,40,109.0,139.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,3,C040,121.556475,29.888093,55.0,C043,121.553885,29.888093,25.0,251.5,259.7,1.033,4,92.38,102.71,10.32,30.0,25.2,98.5,98.3,20,20,128.0,158.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,1,C012,121.529540,29.870000,35.0,C014,121.527987,29.870000,25.0,150.2,159.8,1.064,4,96.44,102.89,6.45,30.0,24.8,98.6,98.5,90,90,35.0,65.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,9,0,Depot,121.546115,29.872262,25.0,C033,121.569424,29.860954,25.0,2575.4,2619.5,1.017,5,0.00,103.60,103.60,15.0,25.3,100.0,98.2,50,50,51.0,81.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,2,C006,121.534720,29.883570,45.0,C004,121.535756,29.885831,25.0,271.3,280.6,1.034,4,95.31,106.22,10.91,30.0,25.7,98.4,98.2,40,40,141.0,171.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,2,C016,121.525397,29.867738,45.0,C013,121.527987,29.865477,25.0,355.0,364.4,1.027,4,97.55,111.37,13.82,30.0,26.4,98.5,98.3,10,10,142.0,172.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,9,1,C033,121.569424,29.860954,35.0,C032,121.570460,29.863215,25.0,270.8,280.6,1.036,4,105.50,115.95,10.45,30.0,26.9,98.2,98.0,40,40,131.0,161.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,2,C014,121.527987,29.870000,45.0,C011,121.529540,29.867738,25.0,293.4,302.7,1.032,4,104.77,116.31,11.54,30.0,26.2,98.5,98.3,80,80,59.0,89.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,8,2,C003,121.536792,29.888093,45.0,C046,121.534720,29.885831,25.0,321.8,331.2,1.029,4,103.60,116.31,12.71,30.0,26.1,98.5,98.3,30,30,113.0,143.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,6,0,Depot,121.546115,29.872262,25.0,C041,121.555439,29.883570,25.0,1545.7,1590.2,1.029,7,0.00,117.80,117.80,15.0,13.5,100.0,98.7,60,60,92.0,122.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,2,C008,121.533166,29.885831,45.0,C001,121.538346,29.888093,25.0,559.5,569.1,1.017,4,99.56,121.33,21.77,30.0,26.1,98.3,98.0,20,20,145.0,175.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,3,C011,121.529540,29.867738,55.0,C009,121.530576,29.865477,25.0,272.3,280.6,1.031,4,118.16,129.22,11.06,30.0,25.4,98.3,98.1,40,40,91.0,121.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,8,3,C046,121.534720,29.885831,55.0,C007,121.533166,29.883570,25.0,294.3,302.7,1.029,4,118.16,130.08,11.92,30.0,25.4,98.3,98.1,20,20,79.0,109.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,6,1,C041,121.555439,29.883570,35.0,C036,121.559064,29.888093,25.0,612.6,625.5,1.021,5,119.77,144.49,24.72,15.0,25.3,98.7,98.3,40,40,43.0,73.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,9,2,C032,121.570460,29.863215,45.0,C050,121.562690,29.865477,25.0,790.5,800.3,1.012,4,117.80,149.18,31.39,30.0,25.5,98.0,97.5,30,30,116.0,146.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,4,C009,121.530576,29.865477,65.0,C017,121.525397,29.870000,25.0,709.9,718.8,1.012,4,131.17,159.63,28.46,30.0,25.3,98.1,97.6,20,20,149.0,179.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,7,2,C010,121.530576,29.867738,45.0,Depot,121.546115,29.872262,25.0,1580.6,1594.5,1.009,5,101.76,163.91,62.15,30.0,25.7,98.4,97.4,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,4,C043,121.553885,29.888093,65.0,Depot,121.546115,29.872262,25.0,1913.5,1923.1,1.005,4,104.54,178.86,74.32,30.0,25.9,98.3,97.1,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,3,C004,121.535756,29.885831,55.0,Depot,121.546115,29.872262,25.0,1809.8,1819.5,1.005,4,108.11,178.86,70.75,30.0,25.7,98.2,97.0,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,3,C013,121.527987,29.865477,55.0,Depot,121.546115,29.872262,25.0,1904.1,1913.9,1.005,4,113.22,187.32,74.10,30.0,25.8,98.3,97.1,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,4,C035,121.560100,29.888093,65.0,Depot,121.546115,29.872262,25.0,2217.8,2248.3,1.014,5,101.59,187.88,86.29,30.0,26.1,98.3,96.9,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,3,C001,121.538346,29.888093,55.0,Depot,121.546115,29.872262,25.0,1913.4,1932.3,1.010,5,123.18,197.74,74.57,30.0,25.9,98.0,96.8,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,8,4,C007,121.533166,29.883570,65.0,Depot,121.546115,29.872262,25.0,1772.4,1790.8,1.010,5,131.95,200.55,68.60,30.0,26.1,98.1,97.0,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,9,3,C050,121.562690,29.865477,55.0,Depot,121.546115,29.872262,25.0,1767.6,1802.4,1.020,6,151.12,220.01,68.89,30.0,26.2,97.5,96.4,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,6,2,C036,121.559064,29.888093,45.0,Depot,121.546115,29.872262,25.0,2158.2,2188.4,1.014,8,146.40,230.46,84.06,30.0,26.0,98.3,96.9,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,5,C017,121.525397,29.870000,75.0,Depot,121.546115,29.872262,25.0,2014.1,2023.5,1.005,4,161.62,238.77,77.15,30.0,26.2,97.6,96.4,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
